titleType,genres,startYear,weightedRating,totalVotes
movie,"Action,Adventure,Crime",1970,6.4,90
movie,"Action,Adventure,Crime",1971,5.995960503,2228
movie,"Action,Adventure,Crime",1972,6.441641337,329
movie,"Action,Adventure,Crime",1973,5.850127226,3144
movie,"Action,Adventure,Crime",1974,5.197959184,98
movie,"Action,Adventure,Crime",1975,5.537755102,98
movie,"Action,Adventure,Crime",1976,6.23109589,730
movie,"Action,Adventure,Crime",1977,6.8,312
movie,"Action,Adventure,Crime",1978,5.82875,80
movie,"Action,Adventure,Crime",1979,5.136842105,1007
movie,"Action,Adventure,Crime",1980,5.4,1093
movie,"Action,Adventure,Crime",1981,5.9,32
movie,"Action,Adventure,Crime",1982,5.540576497,3608
movie,"Action,Adventure,Crime",1984,6.371295027,8023
movie,"Action,Adventure,Crime",1985,5.938395415,4537
movie,"Action,Adventure,Crime",1986,6.624401914,209
movie,"Action,Adventure,Crime",1987,6.84668183,7474
movie,"Action,Adventure,Crime",1988,6.795787315,12676
movie,"Action,Adventure,Crime",1989,6.2,21
movie,"Action,Adventure,Crime",1990,6,21351
movie,"Action,Adventure,Crime",1991,3.8,94
movie,"Action,Adventure,Crime",1993,7.2,3208
movie,"Action,Adventure,Crime",1994,6.021426989,54170
movie,"Action,Adventure,Crime",1996,5.4,8929
movie,"Action,Adventure,Crime",1997,3.024948959,14694
movie,"Action,Adventure,Crime",1998,5.9,4183
movie,"Action,Adventure,Crime",2000,5.714139956,69979
movie,"Action,Adventure,Crime",2003,6,143700
movie,"Action,Adventure,Crime",2005,5.24575505,165903
movie,"Action,Adventure,Crime",2006,5.722610886,7147
movie,"Action,Adventure,Crime",2007,5.140502609,16673
movie,"Action,Adventure,Crime",2008,6.6,2148
movie,"Action,Adventure,Crime",2010,6.3,98308
movie,"Action,Adventure,Crime",2011,7.3,369077
movie,"Action,Adventure,Crime",2012,6.282918396,2892
movie,"Action,Adventure,Crime",2013,6.888983775,9368
movie,"Action,Adventure,Crime",2014,5.261096745,24363
movie,"Action,Adventure,Crime",2015,4.544294547,3558
movie,"Action,Adventure,Crime",2016,6.212908555,175527
movie,"Action,Adventure,Crime",2017,5.518684839,18416
movie,"Action,Adventure,Crime",2018,6.835611123,158765
movie,"Action,Adventure,Crime",2019,6.1068,1500
movie,"Action,Adventure,Crime",2020,6.579450559,155722
movie,"Action,Adventure,Crime",2021,6.811521418,2031
movie,"Action,Adventure,Drama",1914,5.4,22
movie,"Action,Adventure,Drama",1919,6.6,23
movie,"Action,Adventure,Drama",1920,5.4525,40
movie,"Action,Adventure,Drama",1923,5.290547264,201
movie,"Action,Adventure,Drama",1924,5.4,35
movie,"Action,Adventure,Drama",1925,5.5575,80
movie,"Action,Adventure,Drama",1926,6.612851406,498
movie,"Action,Adventure,Drama",1927,6.26484375,128
movie,"Action,Adventure,Drama",1928,6.724521739,575
movie,"Action,Adventure,Drama",1929,5.604,75
movie,"Action,Adventure,Drama",1930,3.5,37
